64,64
 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15,
 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15,
 15, 15, 15, 15, 15, 15, 15, 15,  4,  4, 15, 15, 15, 15, 15, 15, 15, 15,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4, 15, 15,
 15, 15, 15, 15, 15, 15, 15, 15,  6,  6,  5,  5, 15, 15, 15, 15,  4,  4,  6,  6,  8,  8,  0,  0,  0,  0,  0,  0,  8,  8,  8,  8,  8,  8,  8,  8,  8,  8,  8,  8,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  8,  8,  0,  0,  0,  0,  0,  0, 15, 15,
 15, 15, 15, 15, 15, 15,  7,  7,  5,  5,  7,  7,  5,  5, 15, 15,  5,  5,  7,  7, 14, 14,  8,  8,  8,  8,  8,  8, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14,  8,  8,  8,  8,  8,  8,  8,  8,  8,  8,  8,  8,  8,  8, 14, 14,  8,  8,  8,  8,  0,  0,  5,  5,
 15, 15, 15, 15,  4,  4,  7,  7,  5,  5,  5,  5,  7,  7,  5,  5,  5,  5,  2,  2, 14, 14,  2,  2,  2,  2, 13, 13,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2, 14, 14, 14, 14, 14, 14, 14, 14,  0,  0,  0,  0,
 15, 15, 15, 15,  7,  7,  5,  5,  5,  5,  5,  5,  5,  5,  7,  7,  5,  5, 14, 14, 13, 13,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7, 12, 12, 12, 12, 13, 13, 14, 14,  8,  8,  0,  0,
 15, 15,  7,  7,  7,  7,  7,  7,  5,  5,  5,  5,  5,  5,  7,  7, 13, 13, 14, 14, 12, 12, 12, 12,  6,  6,  6,  6,  6,  6,  6,  6,  6,  6,  6,  6,  6,  6,  6,  6,  6,  6,  6,  6,  6,  6,  6,  6,  6,  6,  6,  6,  6,  6, 12, 12, 12, 12, 14, 14, 14, 14,  8,  8,
 15, 15, 12, 12,  7,  7,  7,  7,  7,  7,  7,  7,  5,  5,  2,  2, 14, 14, 14, 14, 12, 12,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  6,  6, 12, 12,  8,  8, 14, 14,  8,  8,
  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7, 13, 13,  2,  2, 14, 14, 12, 12, 12, 12, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15,  6,  6, 12, 12,  8,  8, 14, 14,  8,  8,
  0,  0,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  2,  2, 14, 14, 14, 14,  6,  6,  5,  5, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15,  5,  5,  6,  6, 12, 12,  8,  8, 12, 12,
  6,  6,  7,  7,  7,  7,  7,  7,  7,  7, 13, 13,  2,  2, 14, 14, 12, 12,  6,  6, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 12, 12,  6,  6,  8,  8, 12, 12,
 15, 15,  7,  7,  7,  7,  7,  7,  7,  7,  2,  2, 14, 14, 14, 14, 12, 12,  7,  7,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  6,  6, 12, 12, 12, 12,
 15, 15,  7,  7,  7,  7,  7,  7, 13, 13,  2,  2, 14, 14, 12, 12,  6,  6,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 12, 12, 12, 12,
 15, 15,  6,  6,  7,  7,  7,  7,  2,  2, 14, 14, 14, 14, 14, 14,  6,  6, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 14, 14, 12, 12,
 15, 15,  7,  7,  7,  7,  6,  6,  2,  2, 14, 14, 13, 13,  8,  8,  8,  8,  8,  8, 14, 14, 14, 14, 14, 14, 14, 14, 13, 13,  2,  2,  2,  2, 14, 14, 14, 14, 14, 14,  8,  8, 14, 14, 14, 14, 14, 14,  8,  8, 14, 14, 14, 14, 14, 14,  8,  8,  8,  8, 14, 14, 12, 12,
 15, 15,  4,  4,  7,  7, 13, 13,  8,  8, 14, 14,  2,  2,  8,  8,  8,  8,  8,  8, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14,  8,  8, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14,  2,  2,  8,  8, 14, 14,  8,  8,  8,  8,  8,  8, 14, 14, 14, 14,  8,  8, 14, 14, 12, 12,
 15, 15,  4,  4,  7,  7, 13, 13, 14, 14, 14, 14,  2,  2, 14, 14,  8,  8, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14,  8,  8, 13, 13, 14, 14, 13, 13, 13, 13, 14, 14,  8,  8, 13, 13, 14, 14,  8,  8,  8,  8,  8,  8,  8,  8, 14, 14, 14, 14, 14, 14, 12, 12,
