64,64
 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15,
 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15,
 15, 15, 15, 15, 15, 15,  4,  4, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15,
 15, 15, 15, 15,  4,  4, 10, 10, 10, 10,  4,  4, 15, 15, 15, 15, 15, 15, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 15, 15,
 15, 15, 15, 15, 10, 10,  7,  7,  7,  7, 10, 10, 10, 10,  4,  4, 15, 15,  3,  3, 14, 14,  8,  8,  8,  8,  8,  8, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14,  8,  8,  8,  8,  8,  8,  8,  8,  8,  8,  8,  8,  8,  8, 14, 14,  8,  8,  8,  8, 13, 13,  4,  4,
 15, 15,  4,  4, 13, 13,  5,  5,  5,  5,  5,  5, 10, 10, 10, 10,  4,  4,  2,  2, 14, 14,  2,  2,  2,  2, 13, 13,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2, 14, 14, 14, 14, 14, 14, 14, 14,  8,  8, 10, 10,
 15, 15, 10, 10,  7,  7,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  3,  3, 14, 14, 13, 13,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7, 12, 12, 12, 12, 13, 13, 14, 14,  8,  8, 13, 13,
  4,  4, 13, 13,  5,  5,  7,  7,  5,  5,  5,  5,  5,  5,  7,  7,  2,  2, 14, 14, 12, 12,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7, 12, 12, 14, 14, 14, 14, 10, 10,
 10, 10, 12, 12,  7,  7,  7,  7,  7,  7,  7,  7,  5,  5,  2,  2, 14, 14, 14, 14,  7,  7,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  4, 10, 10, 13, 13,  8,  8, 14, 14, 10, 10,
 10, 10,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7, 13, 13,  2,  2, 14, 14,  7,  7, 10, 10, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15,  7,  7, 10, 10,  8,  8, 14, 14, 10, 10,
 10, 10,  7,  7,  7,  7,  7,  7,  7,  7,  7,  7,  2,  2, 14, 14, 14, 14,  7,  7,  4,  4, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15,  5,  5, 13, 13,  7,  7,  8,  8, 10, 10,
 10, 10,  7,  7,  7,  7,  7,  7,  7,  7, 13, 13,  2,  2, 14, 14, 12, 12,  5,  5, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 12, 12,  7,  7,  8,  8, 10, 10,
 10, 10,  7,  7,  7,  7,  7,  7,  7,  7,  2,  2, 14, 14, 14, 14, 12, 12,  4,  4, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 10, 12, 12, 10, 10,
 10, 10,  7,  7,  7,  7,  7,  7, 13, 13,  2,  2, 14, 14, 12, 12, 12, 12, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 12, 12, 10, 10,
 10, 10,  6,  6,  7,  7,  7,  7,  2,  2, 14, 14, 14, 14, 14, 14, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 14, 14, 10, 10,
 10, 10, 13, 13,  7,  7,  6,  6,  2,  2, 14, 14, 13, 13,  8,  8,  8,  8,  8,  8, 14, 14, 14, 14, 14, 14, 14, 14, 13, 13,  2,  2,  2,  2, 14, 14, 14, 14, 14, 14,  8,  8, 14, 14, 14, 14, 14, 14,  8,  8, 14, 14, 14, 14, 14, 14,  8,  8,  8,  8, 14, 14, 10, 10,
 15, 15, 10, 10,  7,  7, 13, 13,  8,  8, 14, 14,  2,  2,  8,  8,  8,  8,  8,  8, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14,  8,  8, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14,  2,  2,  8,  8, 14, 14,  8,  8,  8,  8,  8,  8, 14, 14, 14, 14,  8,  8, 14, 14, 10, 10,
 15, 15,  5,  5,  7,  7, 13, 13, 14, 14, 14, 14,  2,  2, 14, 14,  8,  8, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14,  8,  8, 13, 13, 14, 14, 13, 13, 13, 13, 14, 14,  8,  8, 13, 13, 14, 14,  8,  8,  8,  8,  8,  8,  8,  8, 14, 14, 14, 14, 14, 14, 10, 10,
