20,20
 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15,
 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15,
 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15,
 15, 15,  0,  0,  0,  0,  0,  0, 15, 15, 15, 15, 15, 15,  0,  0,  0,  0, 15, 15,
 15, 15,  2,  2,  2,  2,  2,  2,  0,  0, 15, 15,  0,  0,  2,  2,  2,  2,  0,  0,
  0,  0,  2,  2,  3,  3,  2,  2,  2,  2,  0,  0,  2,  2,  3,  3,  3,  3,  2,  0,
  0,  0,  3,  3,  3,  3,  3,  3,  2,  2,  2,  2,  3,  3,  3,  3,  3,  3,  2,  0,
  0,  0,  3,  3,  3,  3,  3,  3,  3,  3,  3,  3,  3,  3,  3,  3,  3,  3,  2,  0,
  0,  0,  3,  3,  3,  3,  3,  3,  3,  3,  3,  3,  3,  3,  3,  3,  3,  3,  2,  0,
  0,  0,  3,  3,  3,  3,  3,  3,  3,  3,  3,  3,  3,  3,  3,  3,  3,  3,  2,  0,
  0,  0,  2,  2,  3,  3,  3,  3,  3,  3,  3,  3,  3,  3,  3,  3,  3,  3,  2,  0,
 15, 15,  2,  2,  3,  3,  3,  3,  3,  3,  3,  3,  3,  3,  3,  3,  2,  2,  0,  0,
 15, 15,  0,  0,  2,  2,  3,  3,  3,  3,  3,  3,  3,  3,  3,  3,  2,  2, 15, 15,
 15, 15, 15, 15,  2,  2,  3,  3,  3,  3,  3,  3,  3,  3,  2,  2,  0,  0, 15, 15,
 15, 15, 15, 15,  0,  0,  2,  2,  3,  3,  3,  3,  3,  3,  2,  2, 15, 15, 15, 15,
 15, 15, 15, 15, 15, 15,  2,  2,  3,  3,  3,  3,  2,  2,  0,  0, 15, 15, 15, 15,
 15, 15, 15, 15, 15, 15,  0,  0,  2,  2,  3,  3,  2,  2, 15, 15, 15, 15, 15, 15,
 15, 15, 15, 15, 15, 15, 15, 15,  2,  2,  2,  2,  0,  0, 15, 15, 15, 15, 15, 15,
 15, 15, 15, 15, 15, 15, 15, 15,  0,  0,  2,  2, 15, 15, 15, 15, 15, 15, 15, 15,
 15, 15, 15, 15, 15, 15, 15, 15, 15, 15,  0,  0, 15, 15, 15, 15, 15, 15, 15, 15,
